date,likes,hour,day_of_week,day_category,hours_since_last_post
2007-08-30 16:25:00,21,16,3,1,0.18333333333333332
2007-08-30 16:55:00,6,16,3,1,0.5
2007-08-31 12:11:00,6,12,4,1,19.266666666666666
2007-08-31 12:13:00,6,12,4,1,0.03333333333333333
2007-08-31 12:14:00,6,12,4,1,0.016666666666666666
2007-08-31 12:44:00,5,12,4,1,0.5
2007-08-31 14:06:00,4,14,4,1,1.3666666666666667
2007-08-31 14:53:00,6,14,4,1,0.7833333333333333
2007-08-31 17:44:00,7,17,4,1,2.85
2007-09-02 02:22:00,8,2,6,3,32.63333333333333
2007-09-02 02:44:00,7,2,6,3,0.36666666666666664
2007-09-02 19:43:00,7,19,6,2,16.983333333333334
2007-09-03 00:02:00,5,0,0,3,4.316666666666666
2007-09-03 00:02:00,6,0,0,3,0.0
2007-09-03 02:14:00,6,2,0,3,2.2
2007-09-03 14:35:00,5,14,0,1,12.35
2007-09-03 19:41:00,6,19,0,2,5.1
2007-09-03 23:45:00,5,23,0,2,4.066666666666666
2007-09-04 14:18:00,5,14,1,1,14.55
2007-09-04 20:40:00,5,20,1,2,6.366666666666666
2007-09-04 22:21:00,7,22,1,2,1.6833333333333333
2007-09-04 22:47:00,6,22,1,2,0.43333333333333335
2007-09-04 23:35:00,6,23,1,2,0.8
2007-09-05 00:01:00,6,0,2,3,0.43333333333333335
2007-09-05 00:27:00,7,0,2,3,0.43333333333333335
2007-09-05 23:08:00,9,23,2,2,22.683333333333334
2007-09-06 00:56:00,9,0,3,3,1.8
2007-09-06 02:54:00,8,2,3,3,1.9666666666666666
2007-09-08 04:26:00,45,4,5,3,49.53333333333333
2007-09-08 17:39:00,7,17,5,1,13.216666666666667
2007-09-10 00:30:00,9,0,0,3,30.85
2007-09-10 00:30:00,11,0,0,3,0.0
2007-09-10 01:27:00,14,1,0,3,0.95
2007-09-11 12:33:00,9,12,1,1,35.1
2007-09-11 18:45:00,10,18,1,2,6.2
2007-09-11 22:29:00,8,22,1,2,3.7333333333333334
2007-09-11 22:55:00,8,22,1,2,0.43333333333333335
2007-09-12 01:16:00,6,1,2,3,2.35
2007-09-12 02:06:00,7,2,2,3,0.8333333333333334
2007-09-12 22:17:00,9,22,2,2,20.183333333333334
2007-09-12 22:21:00,12,22,2,2,0.06666666666666667
2007-09-13 00:00:00,12,0,3,3,1.65
2007-09-13 01:22:00,9,1,3,3,1.3666666666666667
2007-09-13 14:23:00,9,14,3,1,13.016666666666667
2007-09-14 13:51:00,8,13,4,1,23.466666666666665
2007-09-14 15:32:00,9,15,4,1,1.6833333333333333
2007-09-14 15:39:00,11,15,4,1,0.11666666666666667
2007-09-14 15:57:00,9,15,4,1,0.3
2007-09-14 16:12:00,13,16,4,1,0.25
2007-09-15 02:29:00,19,2,5,3,10.283333333333333
2007-09-15 02:40:00,19,2,5,3,0.18333333333333332
2007-09-15 14:25:00,10,14,5,1,11.75
2007-09-15 17:20:00,9,17,5,1,2.9166666666666665
2007-09-15 19:23:00,9,19,5,2,2.05
2007-09-16 03:15:00,11,3,6,3,7.866666666666666
2007-09-16 21:29:00,8,21,6,2,18.233333333333334
2007-09-17 02:40:00,9,2,0,3,5.183333333333334
2007-09-17 02:41:00,13,2,0,3,0.016666666666666666
2007-09-17 03:15:00,12,3,0,3,0.5666666666666667
2007-09-17 03:48:00,37,3,0,3,0.55
2007-09-17 11:23:00,11,11,0,0,7.583333333333333
2007-09-18 00:17:00,44,0,1,3,12.9
2007-09-18 01:00:00,13,1,1,3,0.7166666666666667
2007-09-18 02:59:00,15,2,1,3,1.9833333333333334
2007-09-18 03:05:00,14,3,1,3,0.1
2007-09-18 17:42:00,11,17,1,1,14.616666666666667
2007-09-18 17:44:00,12,17,1,1,0.03333333333333333
2007-09-19 01:23:00,10,1,2,3,7.65
2007-09-19 01:23:00,12,1,2,3,0.0
2007-09-19 01:24:00,12,1,2,3,0.016666666666666666
2007-09-19 02:14:00,36,2,2,3,0.8333333333333334
2007-09-19 02:38:00,16,2,2,3,0.4
2007-09-19 08:38:00,13,8,2,0,6.0
2007-09-19 08:38:00,12,8,2,0,0.0
2007-09-19 08:38:00,10,8,2,0,0.0
2007-09-19 08:39:00,19,8,2,0,0.016666666666666666
2007-09-19 10:17:00,12,10,2,0,1.6333333333333333
2007-09-19 13:09:00,10,13,2,1,2.8666666666666667
2007-09-19 14:21:00,10,14,2,1,1.2
2007-09-19 15:07:00,13,15,2,1,0.7666666666666667
2007-09-19 15:08:00,12,15,2,1,0.016666666666666666
2007-09-19 15:53:00,28,15,2,1,0.75
2007-09-19 17:52:00,9,17,2,1,1.9833333333333334
2007-09-19 17:55:00,12,17,2,1,0.05
2007-09-19 18:09:00,12,18,2,2,0.23333333333333334
2007-09-19 18:12:00,11,18,2,2,0.05
2007-09-19 21:50:00,39,21,2,2,3.6333333333333333
2007-09-19 22:15:00,26,22,2,2,0.4166666666666667
2007-09-20 01:18:00,12,1,3,3,3.05
2007-09-20 11:46:00,12,11,3,0,10.466666666666667
2007-09-20 11:47:00,15,11,3,0,0.016666666666666666
2007-09-20 11:47:00,11,11,3,0,0.0
2007-09-22 23:42:00,12,23,5,2,59.916666666666664
2007-09-23 00:53:00,15,0,6,3,1.1833333333333333
2007-09-23 14:41:00,13,14,6,1,13.8
2007-09-23 15:53:00,13,15,6,1,1.2
2007-09-23 17:33:00,12,17,6,1,1.6666666666666667
2007-09-23 18:14:00,13,18,6,2,0.6833333333333333
2007-09-23 22:56:00,12,22,6,2,4.7
2007-09-24 13:48:00,12,13,0,1,14.866666666666667
2007-09-25 15:17:00,14,15,1,1,25.483333333333334
2007-09-25 15:26:00,13,15,1,1,0.15
2007-09-25 15:44:00,14,15,1,1,0.3
2007-09-25 19:10:00,14,19,1,2,3.433333333333333
2007-09-28 21:41:00,22,21,4,2,74.51666666666667
2007-09-29 01:33:00,18,1,5,3,3.8666666666666667
2007-09-30 00:38:00,50,0,6,3,23.083333333333332
2007-09-30 22:31:00,47,22,6,2,21.883333333333333
2007-10-01 04:07:00,14,4,0,3,5.6
2007-10-01 17:18:00,22,17,0,1,13.183333333333334
2007-10-01 22:06:00,15,22,0,2,4.8
2007-10-02 00:25:00,12,0,1,3,2.316666666666667
2007-10-02 01:13:00,13,1,1,3,0.8
2007-10-02 02:07:00,13,2,1,3,0.9
2007-10-02 02:07:00,13,2,1,3,0.0
2007-10-02 19:00:00,13,19,1,2,16.883333333333333
2007-10-03 19:37:00,40,19,2,2,24.616666666666667
2007-10-03 19:52:00,14,19,2,2,0.25
2007-10-03 20:07:00,14,20,2,2,0.25
2007-10-03 20:19:00,14,20,2,2,0.2
2007-10-03 23:13:00,14,23,2,2,2.9
2007-10-04 22:16:00,17,22,3,2,23.05
2007-10-07 14:20:00,26,14,6,1,64.06666666666666
2007-10-07 14:52:00,15,14,6,1,0.5333333333333333
2007-10-07 14:55:00,18,14,6,1,0.05
2007-10-07 14:59:00,17,14,6,1,0.06666666666666667
2007-10-07 15:01:00,18,15,6,1,0.03333333333333333
2007-10-07 15:02:00,17,15,6,1,0.016666666666666666
2007-10-07 15:03:00,17,15,6,1,0.016666666666666666
2007-10-07 16:05:00,15,16,6,1,1.0333333333333334
2007-10-07 16:28:00,15,16,6,1,0.38333333333333336
2007-10-07 16:43:00,14,16,6,1,0.25
2007-10-07 17:44:00,18,17,6,1,1.0166666666666666
2007-10-07 17:54:00,42,17,6,1,0.16666666666666666
2007-10-08 13:44:00,17,13,0,1,19.833333333333332
2007-10-08 15:02:00,17,15,0,1,1.3
2007-10-08 18:35:00,18,18,0,2,3.55
2007-10-09 00:40:00,24,0,1,3,6.083333333333333
2007-10-09 01:08:00,23,1,1,3,0.4666666666666667
2007-10-09 01:08:00,17,1,1,3,0.0
2007-10-09 21:12:00,17,21,1,2,20.066666666666666
2007-10-09 21:35:00,18,21,1,2,0.38333333333333336
2007-10-09 21:38:00,32,21,1,2,0.05
2007-10-09 21:48:00,15,21,1,2,0.16666666666666666
2007-10-11 02:22:00,32,2,3,3,28.566666666666666
2007-10-11 02:58:00,16,2,3,3,0.6
2007-10-15 18:22:00,22,18,0,2,111.4
2007-11-15 16:35:00,26,16,3,1,742.2166666666667
2007-11-17 02:24:00,51,2,5,3,33.81666666666667
2007-11-17 02:38:00,41,2,5,3,0.23333333333333334
2007-11-17 03:06:00,52,3,5,3,0.4666666666666667
2007-11-21 23:48:00,47,23,2,2,116.7
2007-11-26 00:34:00,18,0,0,3,96.76666666666667
2007-11-26 00:43:00,18,0,0,3,0.15
2007-11-30 21:25:00,30,21,4,2,116.7
2007-11-30 21:26:00,18,21,4,2,0.016666666666666666
2007-11-30 21:27:00,16,21,4,2,0.016666666666666666
2007-12-01 23:57:00,16,23,5,2,26.5
2007-12-04 04:40:00,36,4,1,3,52.71666666666667
2007-12-05 16:59:00,17,16,2,1,36.31666666666667
2007-12-06 01:59:00,20,1,3,3,9.0
2007-12-06 02:54:00,20,2,3,3,0.9166666666666666
2007-12-06 02:59:00,19,2,3,3,0.08333333333333333
2007-12-06 03:22:00,19,3,3,3,0.38333333333333336
2007-12-09 20:38:00,29,20,6,2,89.26666666666667
2007-12-10 18:19:00,28,18,0,2,21.683333333333334
2008-01-01 00:45:00,47,0,1,3,510.43333333333334
2008-01-01 09:13:00,43,9,1,0,8.466666666666667
2008-01-20 02:35:00,36,2,6,3,449.3666666666667
2008-02-09 08:31:00,42,8,5,0,485.93333333333334
2008-02-14 08:38:00,23,8,3,0,120.11666666666666
2008-02-25 07:01:00,33,7,0,0,262.3833333333333
2008-03-03 01:18:00,90,1,0,3,162.28333333333333
2008-03-08 01:50:00,32,1,5,3,120.53333333333333
2008-03-08 01:52:00,24,1,5,3,0.03333333333333333
2008-03-25 21:34:00,35,21,1,2,427.7
2008-03-26 19:46:00,28,19,2,2,22.2
2008-04-02 00:41:00,35,0,2,3,148.91666666666666
2008-04-02 18:58:00,42,18,2,2,18.283333333333335
2008-04-02 20:31:00,32,20,2,2,1.55
2008-05-03 16:31:00,31,16,5,1,740.0
2008-05-14 01:57:00,30,1,2,3,249.43333333333334
2008-05-14 20:11:00,64,20,2,2,18.233333333333334
2008-08-02 22:27:00,38,22,5,2,1922.2666666666667
2008-09-12 04:58:00,42,4,4,3,966.5166666666667
2008-09-13 02:04:00,48,2,5,3,21.1
2008-09-27 04:06:00,27,4,5,3,338.03333333333336
2008-10-01 12:56:00,24,12,2,1,104.83333333333333
2008-10-01 16:31:00,33,16,2,1,3.5833333333333335
2008-10-15 04:51:00,172,4,2,3,324.3333333333333
2008-11-03 23:51:00,22,23,0,2,475.0
2008-11-03 23:54:00,22,23,0,2,0.05
2009-05-25 19:26:00,23,19,0,2,4867.533333333334
2009-06-19 01:28:00,32,1,4,3,582.0333333333333
2010-01-17 14:03:00,70,14,6,1,5100.583333333333
2010-01-24 17:34:00,41,17,6,1,171.51666666666668
2010-03-05 12:59:00,54,12,4,1,955.4166666666666
2010-05-23 20:57:00,217,20,6,2,1903.9666666666667
2010-05-23 21:20:00,40,21,6,2,0.38333333333333336
2010-05-26 00:50:00,668,0,2,3,51.5
2010-05-26 00:54:00,320,0,2,3,0.06666666666666667
2010-05-26 00:57:00,366,0,2,3,0.05
2010-05-26 01:04:00,2422,1,2,3,0.11666666666666667
2010-05-26 01:07:00,184,1,2,3,0.05
2010-05-26 01:14:00,499,1,2,3,0.11666666666666667
2010-05-26 01:20:00,172,1,2,3,0.1
2010-05-26 01:22:00,184,1,2,3,0.03333333333333333
2010-05-26 01:31:00,213,1,2,3,0.15
2010-05-26 01:38:00,191,1,2,3,0.11666666666666667
2010-05-26 01:41:00,296,1,2,3,0.05
2010-05-27 00:38:00,53,0,3,3,22.95
2010-05-29 00:30:00,194,0,5,3,47.86666666666667
2010-05-29 00:59:00,302,0,5,3,0.48333333333333334
2010-06-26 06:02:00,469,6,5,0,677.05
2010-06-26 06:23:00,264,6,5,0,0.35
2010-07-01 21:52:00,273,21,3,2,135.48333333333332
2010-07-08 01:10:00,92,1,3,3,147.3
2010-07-08 01:51:00,137,1,3,3,0.6833333333333333
2010-07-11 06:35:00,89753,6,6,0,76.73333333333333
2010-07-17 04:14:00,176,4,5,3,141.65
2010-07-24 21:28:00,694,21,5,2,185.23333333333332
2010-07-25 21:17:00,664,21,6,2,23.816666666666666
2010-07-26 00:53:00,149,0,0,3,3.6
2010-07-26 01:18:00,154,1,0,3,0.4166666666666667
2010-07-26 19:20:00,140,19,0,2,18.033333333333335
2010-07-27 14:07:00,131,14,1,1,18.783333333333335
2010-07-27 19:42:00,614,19,1,2,5.583333333333333
2010-07-27 20:58:00,164,20,1,2,1.2666666666666666
2010-08-01 19:37:00,117816,19,6,2,118.65
2010-08-02 16:28:00,273,16,0,1,20.85
2010-08-02 19:53:00,1016,19,0,2,3.4166666666666665
2010-08-02 19:53:00,575,19,0,2,0.0
2010-08-02 19:53:00,525,19,0,2,0.0
2010-08-02 19:53:00,623,19,0,2,0.0
2010-08-02 19:53:00,474,19,0,2,0.0
2010-08-02 19:53:00,442,19,0,2,0.0
2010-08-02 19:54:00,431,19,0,2,0.016666666666666666
2010-08-02 19:55:00,430,19,0,2,0.016666666666666666
2010-08-02 19:55:00,393,19,0,2,0.0
2010-08-02 19:55:00,389,19,0,2,0.0
2010-08-02 19:55:00,414,19,0,2,0.0
2010-08-02 19:55:00,435,19,0,2,0.0
2010-08-02 19:55:00,393,19,0,2,0.0
2010-08-03 05:16:00,1987,5,1,3,9.35
2010-11-04 20:48:00,325261,20,3,2,2247.5333333333333
2011-01-18 19:55:00,174676,19,1,2,1799.1166666666666
2011-01-24 21:13:00,137277,21,0,2,145.3
2011-01-31 16:59:00,140225,16,0,1,163.76666666666668
2011-02-01 14:36:00,125539,14,1,1,21.616666666666667
2011-02-08 14:29:00,89783,14,1,1,167.88333333333333
2011-02-10 15:23:00,153856,15,3,1,48.9
2011-02-10 18:31:00,99366,18,3,2,3.1333333333333333
2011-02-11 17:27:00,98265,17,4,1,22.933333333333334
2011-02-16 19:03:00,118745,19,2,2,121.6
2011-02-17 20:15:00,152001,20,3,2,25.2
2011-02-23 21:32:00,119760,21,2,2,145.28333333333333
2011-02-25 22:12:00,125382,22,4,2,48.666666666666664
2011-03-01 20:58:00,209457,20,1,2,94.76666666666667
2011-03-02 01:16:00,123916,1,2,3,4.3
2011-03-09 15:12:00,282652,15,2,1,181.93333333333334
2011-03-20 19:58:00,120374,19,6,2,268.76666666666665
2011-03-21 21:06:00,137449,21,0,2,25.133333333333333
2011-04-29 23:19:00,69165,23,4,2,938.2166666666667
2011-05-06 17:42:00,55925,17,4,1,162.38333333333333
2011-05-09 17:35:00,50619,17,0,1,71.88333333333334
2011-05-10 21:25:00,93433,21,1,2,27.833333333333332
2011-05-12 22:19:00,97146,22,3,2,48.9
2011-05-17 19:44:00,77085,19,1,2,117.41666666666667
2011-05-22 14:12:00,93229,14,6,1,114.46666666666667
2011-05-31 02:02:00,100089,2,1,3,203.83333333333334
2011-06-03 02:27:00,71061,2,4,3,72.41666666666667
2011-06-04 02:57:00,80097,2,5,3,24.5
2011-06-11 18:44:00,106498,18,5,2,183.78333333333333
2011-08-05 04:43:00,42343,4,4,3,1305.9833333333333
2011-08-15 05:04:00,57595,5,0,3,240.35
2011-08-24 15:17:00,68979,15,2,1,226.21666666666667
2011-08-29 01:56:00,40131,1,0,3,106.65
2011-09-05 12:30:00,36367,12,0,1,178.56666666666666
2011-09-05 23:07:00,124676,23,0,2,10.616666666666667
2011-09-06 00:10:00,38561,0,1,3,1.05
2011-09-08 18:46:00,59559,18,3,2,66.6
2011-09-09 00:27:00,169773,0,4,3,5.683333333333334
2011-09-13 18:00:00,57558,18,1,2,113.55
2011-09-19 20:36:00,102246,20,0,2,146.6
2011-10-06 18:18:00,113111,18,3,2,405.7
2011-10-10 14:46:00,116660,14,0,1,92.46666666666667
2011-10-13 01:21:00,200772,1,3,3,58.583333333333336
2011-10-20 18:15:00,171710,18,3,2,184.9
2011-10-23 01:34:00,159664,1,6,3,55.31666666666667
2011-11-05 03:46:00,85960,3,5,3,314.2
2011-12-02 21:39:00,218388,21,4,2,665.8833333333333
2011-12-05 23:34:00,81833,23,0,2,73.91666666666667
2011-12-09 00:20:00,70621,0,4,3,72.76666666666667
2011-12-09 22:19:00,210736,22,4,2,21.983333333333334
2011-12-31 22:44:00,264585,22,5,2,528.4166666666666
2012-01-08 03:31:00,413675,3,6,3,172.78333333333333
2012-01-16 02:33:00,105862,2,0,3,191.03333333333333
2012-01-26 18:55:00,48720,18,3,2,256.3666666666667
2012-01-27 20:45:00,60807,20,4,2,25.833333333333332
2012-01-30 15:27:00,93876,15,0,1,66.7
2012-02-05 17:58:00,56246,17,6,1,146.51666666666668
2012-02-09 02:12:00,56789,2,3,3,80.23333333333333
2012-02-22 08:09:00,127061,8,2,0,317.95
2012-03-04 23:27:00,73382,23,6,2,279.3
2012-03-06 03:58:00,193416,3,1,3,28.516666666666666
2012-04-02 16:08:00,70176,16,0,1,660.1666666666666
2012-04-10 01:15:00,92324,1,1,3,177.11666666666667
2012-04-20 17:40:00,112454,17,4,1,256.4166666666667
2012-04-22 00:24:00,137954,0,6,3,30.733333333333334
2012-06-05 03:34:00,176838,3,1,3,1059.1666666666667
2012-07-17 03:40:00,49032,3,1,3,1008.1
2012-07-18 04:38:00,49067,4,2,3,24.966666666666665
2012-08-22 00:03:00,58330,0,2,3,835.4166666666666
2012-08-22 00:18:00,74705,0,2,3,0.25
2012-08-24 01:01:00,1272326,1,4,3,48.71666666666667
2012-09-10 22:48:00,48046,22,0,2,429.78333333333336
2012-09-19 00:44:00,41200,0,2,3,193.93333333333334
2012-09-27 16:47:00,7546,16,3,1,208.05
2012-10-01 02:04:00,9296,2,0,3,81.28333333333333
2012-10-01 23:06:00,18858,23,0,2,21.033333333333335
2012-10-02 19:59:00,27764,19,1,2,20.883333333333333
2012-10-03 00:15:00,43050,0,2,3,4.266666666666667
2012-10-04 17:11:00,31199,17,3,1,40.93333333333333
2012-10-07 21:29:00,24757,21,6,2,76.3
2012-10-10 18:29:00,68211,18,2,2,69.0
2012-10-20 22:36:00,8275,22,5,2,244.11666666666667
2012-10-23 11:24:00,98496,11,1,0,60.8
2012-10-26 22:55:00,27740,22,4,2,83.51666666666667
2012-10-27 15:25:00,25981,15,5,1,16.5
2012-11-08 02:11:00,12967,2,3,3,274.76666666666665
2012-11-09 00:17:00,33983,0,4,3,22.1
2012-11-20 23:45:00,61073,23,1,2,287.46666666666664
2012-12-10 01:46:00,20031,1,0,3,458.01666666666665
2012-12-13 15:05:00,14786,15,3,1,85.31666666666666
2012-12-14 21:56:00,21285,21,4,2,30.85
2012-12-21 01:37:00,69749,1,4,3,147.68333333333334
2012-12-21 19:47:00,34237,19,4,2,18.166666666666668
2013-03-16 21:20:00,17877,21,5,2,2041.55
2013-03-16 21:20:00,9995,21,5,2,0.0
2013-03-16 21:20:00,18697,21,5,2,0.0
2013-03-22 13:23:00,39829,13,4,1,136.05
2013-04-08 20:15:00,26481,20,0,2,414.8666666666667
2013-06-26 23:15:00,14153,23,2,2,1899.0
2013-06-29 23:16:00,23551,23,5,2,72.01666666666667
2013-07-03 18:24:00,15739,18,2,2,91.13333333333334
2013-07-05 16:41:00,29037,16,4,1,46.28333333333333
2013-07-15 13:40:00,39269,13,0,1,236.98333333333332
2013-07-17 22:34:00,17537,22,2,2,56.9
2013-07-17 23:41:00,8768,23,2,2,1.1166666666666667
2013-07-19 23:10:00,19520,23,4,2,47.483333333333334
2013-07-22 16:40:00,20658,16,0,1,65.5
2013-07-24 19:56:00,16625,19,2,2,51.266666666666666
2013-07-25 16:25:00,74210,16,3,1,20.483333333333334
2013-07-29 00:35:00,33995,0,0,3,80.16666666666667
2013-08-01 17:14:00,62970,17,3,1,88.65
2013-08-15 01:03:00,30249,1,3,3,319.81666666666666
2013-08-19 01:09:00,51826,1,0,3,96.1
2013-09-10 01:56:00,82643,1,1,3,528.7833333333333
2013-09-23 19:00:00,68269,19,0,2,329.06666666666666
2013-09-24 18:39:00,32776,18,1,2,23.65
2013-09-29 22:18:00,59738,22,6,2,123.65
2013-10-04 19:48:00,60888,19,4,2,117.5
2013-10-10 03:06:00,328107,3,3,3,127.3
2013-10-18 17:00:00,131595,17,4,1,205.9
2013-10-27 16:58:00,122481,16,6,1,215.96666666666667
2013-11-06 00:30:00,66765,0,2,3,223.53333333333333
2013-11-21 02:51:00,50767,2,3,3,362.35
2013-11-25 08:35:00,12747,8,0,0,101.73333333333333
2013-11-27 19:54:00,14303,19,2,2,59.31666666666667
2013-11-28 00:18:00,53488,0,3,3,4.4
2013-11-29 15:46:00,42905,15,4,1,39.46666666666667
2013-11-29 15:59:00,40303,15,4,1,0.21666666666666667
2013-12-02 01:22:00,95423,1,0,3,57.38333333333333
2013-12-09 22:09:00,32843,22,0,2,188.78333333333333
2013-12-10 23:29:00,20649,23,1,2,25.333333333333332
2013-12-13 20:40:00,25690,20,4,2,69.18333333333334
2013-12-13 21:18:00,24097,21,4,2,0.6333333333333333
2013-12-21 22:22:00,31930,22,5,2,193.06666666666666
2013-12-23 20:59:00,36635,20,0,2,46.61666666666667
2013-12-23 21:07:00,19457,21,0,2,0.13333333333333333
2013-12-29 14:28:00,37014,14,6,1,137.35
2013-12-29 14:41:00,52880,14,6,1,0.21666666666666667
2013-12-29 14:45:00,58805,14,6,1,0.06666666666666667
2013-12-30 21:28:00,35069,21,0,2,30.716666666666665
2013-12-30 22:45:00,356992,22,0,2,1.2833333333333334
2014-01-16 11:05:00,37249,11,3,0,396.3333333333333
2014-01-18 20:16:00,51545,20,5,2,57.18333333333333
2014-01-21 03:35:00,166146,3,1,3,55.31666666666667
2014-01-23 03:29:00,166694,3,3,3,47.9
2014-01-24 22:20:00,296053,22,4,2,42.85
2014-02-01 22:57:00,199532,22,5,2,192.61666666666667
2014-03-11 05:34:00,180987,5,1,3,894.6166666666667
2014-04-01 14:04:00,132259,14,1,1,512.5
2014-04-03 12:58:00,248058,12,3,1,46.9
2014-04-03 14:54:00,168805,14,3,1,1.9333333333333333
2014-04-07 10:50:00,74513,10,0,0,91.93333333333334
2014-04-16 22:36:00,234763,22,2,2,227.76666666666668
2014-04-16 22:50:00,265854,22,2,2,0.23333333333333334
2014-04-21 21:20:00,407090,21,0,2,118.5
2014-04-27 23:46:00,62122,23,6,2,146.43333333333334
2014-04-28 10:51:00,249845,10,0,0,11.083333333333334
2014-06-25 17:34:00,85182,17,2,1,1398.7166666666667
2014-06-26 00:24:00,66271,0,3,3,6.833333333333333
2014-10-01 07:16:00,86522,7,2,0,2334.866666666667
2014-11-18 22:24:00,30188,22,1,2,1167.1333333333334
2014-11-20 22:03:00,406712,22,3,2,47.65
2014-12-08 11:47:00,50536,11,0,0,421.73333333333335
2014-12-16 23:57:00,170882,23,1,2,204.16666666666666
2014-12-24 18:29:00,32621,18,2,2,186.53333333333333
2014-12-25 21:53:00,43996,21,3,2,27.4
2014-12-30 22:29:00,56375,22,1,2,120.6
2015-03-03 02:01:00,27078,2,1,3,1491.5333333333333
2015-04-02 23:21:00,14451,23,3,2,741.3333333333334
2015-04-21 12:08:00,23376,12,1,1,444.78333333333336
2015-04-21 23:30:00,10633,23,1,2,11.366666666666667
2015-05-08 01:23:00,78816,1,4,3,385.8833333333333
2015-05-15 07:31:00,26134,7,4,0,174.13333333333333
2015-05-20 21:08:00,11212,21,2,2,133.61666666666667
2015-05-20 22:50:00,20093,22,2,2,1.7
2015-06-09 13:53:00,18132,13,1,1,471.05
2015-06-09 14:21:00,26545,14,1,1,0.4666666666666667
2015-06-28 22:45:00,48556,22,6,2,464.4
2015-07-13 15:56:00,35972,15,0,1,353.18333333333334
2015-07-15 14:57:00,11417,14,2,1,47.016666666666666
2015-07-17 00:27:00,5545,0,4,3,33.5
2015-07-20 00:11:00,45984,0,0,3,71.73333333333333
2015-07-20 15:21:00,9938,15,0,1,15.166666666666666
2015-07-20 15:26:00,26317,15,0,1,0.08333333333333333
2015-07-22 02:33:00,109440,2,2,3,35.11666666666667
2015-08-03 21:35:00,31140,21,0,2,307.03333333333336
2015-08-04 14:21:00,72495,14,1,1,16.766666666666666
2015-08-04 22:36:00,90982,22,1,2,8.25
2015-08-15 17:25:00,10939,17,5,1,258.81666666666666
2015-08-17 18:50:00,16428,18,0,2,49.416666666666664
2015-08-22 23:09:00,48332,23,5,2,124.31666666666666
2015-08-25 18:02:00,8482,18,1,2,66.88333333333334
2015-08-30 14:41:00,42399,14,6,1,116.65
2015-09-27 14:14:00,47354,14,6,1,671.55
2015-10-06 23:14:00,8607,23,1,2,225.0
2015-10-10 03:23:00,48905,3,5,3,76.15
2015-10-26 00:36:00,88329,0,0,3,381.21666666666664
2015-11-10 19:35:00,86158,19,1,2,378.98333333333335
2015-11-16 15:12:00,39899,15,0,1,139.61666666666667
2015-11-16 15:31:00,216476,15,0,1,0.31666666666666665
2015-11-16 21:46:00,15407,21,0,2,6.25
2015-11-25 09:04:00,21770,9,2,0,203.3
2015-12-12 19:17:00,21546,19,5,2,418.21666666666664
2015-12-24 21:26:00,24263,21,3,2,290.15
2016-01-11 22:20:00,130062,22,0,2,432.9
2016-02-01 21:24:00,5196,21,0,2,503.06666666666666
2016-02-02 20:58:00,10771,20,1,2,23.566666666666666
2016-02-11 18:43:00,9918,18,3,2,213.75
2016-02-11 21:44:00,41174,21,3,2,3.0166666666666666
2016-02-25 20:32:00,30777,20,3,2,334.8
2016-04-12 15:50:00,8126,15,1,1,1123.3
2016-04-18 23:30:00,19830,23,0,2,151.66666666666666
2016-04-22 01:50:00,16166,1,4,3,74.33333333333333
2016-04-27 19:02:00,6931,19,2,2,137.2
2016-05-16 12:13:00,60253,12,0,1,449.18333333333334
2016-05-21 02:29:00,21881,2,5,3,110.26666666666667
2016-07-05 19:54:00,6055,19,1,2,1097.4166666666667
2016-07-21 17:11:00,10444,17,3,1,381.28333333333336
2016-08-17 17:46:00,138481,17,2,1,648.5833333333334
2016-09-01 21:50:00,6644,21,3,2,364.06666666666666
2016-09-01 21:50:00,14603,21,3,2,0.0
2016-10-10 11:07:00,164215,11,0,0,925.2833333333333
2017-02-03 14:57:00,18587,14,4,1,2787.8333333333335
2017-02-26 11:20:00,5511,11,6,0,548.3833333333333
2017-03-09 03:20:00,13929,3,3,3,256.0
2017-03-10 01:03:00,47748,1,4,3,21.716666666666665
2017-03-19 10:54:00,31777,10,6,0,225.85
2017-03-21 01:35:00,107422,1,1,3,38.68333333333333
2017-03-23 01:19:00,16788,1,3,3,47.733333333333334
2017-03-27 16:52:00,7993,16,0,1,111.55
2017-03-30 16:16:00,7092,16,3,1,71.4
2017-04-01 14:41:00,20383,14,5,1,46.416666666666664
2017-04-03 16:55:00,82022,16,0,1,50.233333333333334
2017-04-04 21:46:00,8031,21,1,2,28.85
2017-04-17 17:06:00,69533,17,0,1,307.3333333333333
2017-05-19 04:47:00,13783,4,4,3,755.6833333333333
2017-06-02 00:24:00,6541,0,4,3,331.6166666666667
2017-06-23 15:19:00,46244,15,4,1,518.9166666666666
2017-06-23 18:22:00,33126,18,4,2,3.05
2017-06-26 02:38:00,45885,2,0,3,56.266666666666666
2017-06-26 13:54:00,31263,13,0,1,11.266666666666667
2017-06-27 22:32:00,16000,22,1,2,32.63333333333333
2017-06-28 15:50:00,23733,15,2,1,17.3
2017-06-30 17:00:00,20025,17,4,1,49.166666666666664
2017-07-09 15:45:00,58535,15,6,1,214.75
2017-07-13 22:48:00,27477,22,3,2,103.05
2017-08-09 23:12:00,19294,23,2,2,648.4
2017-08-15 17:30:00,31371,17,1,1,138.3
2017-08-28 14:37:00,30215,14,0,1,309.1166666666667
