date,likes,hour,day_of_week,day_category,hours_since_last_post
2017-08-29 16:42:00,8277,16,1,1,26.083333333333332
2017-09-05 18:38:00,59606,18,1,2,169.93333333333334
2017-09-20 17:24:00,14950,17,2,1,358.76666666666665
2017-09-22 11:36:00,8616,11,4,0,42.2
2017-09-27 00:50:00,27052,0,2,3,109.23333333333333
2017-09-28 22:48:00,7267,22,3,2,45.96666666666667
2017-09-30 04:31:00,34091,4,5,3,29.716666666666665
2017-10-08 21:50:00,22892,21,6,2,209.31666666666666
2017-10-10 02:00:00,115504,2,1,3,28.166666666666668
2017-10-10 23:59:00,32252,23,1,2,21.983333333333334
2017-10-16 14:06:00,39695,14,0,1,134.11666666666667
2017-10-17 17:02:00,38632,17,1,1,26.933333333333334
2017-10-27 02:04:00,42031,2,4,3,225.03333333333333
2018-02-25 12:08:00,16600,12,6,1,2914.0666666666666
2018-04-13 14:34:00,107059,14,4,1,1130.4333333333334
2018-04-16 15:20:00,160787,15,0,1,72.76666666666667
2018-04-17 16:17:00,173186,16,1,1,24.95
2018-04-19 17:16:00,88784,17,3,1,48.983333333333334
2018-04-22 16:05:00,91258,16,6,1,70.81666666666666
2018-04-23 02:25:00,39391,2,0,3,10.333333333333334
2018-04-23 02:47:00,49001,2,0,3,0.36666666666666664
2018-04-26 19:58:00,38754,19,3,2,89.18333333333334
2018-04-27 17:17:00,49207,17,4,1,21.316666666666666
2018-04-29 16:41:00,22406,16,6,1,47.4
2018-04-29 17:31:00,22055,17,6,1,0.8333333333333334
2018-04-30 03:38:00,13285,3,0,3,10.116666666666667
2018-04-30 15:12:00,88092,15,0,1,11.566666666666666
2018-04-30 20:03:00,28264,20,0,2,4.85
2018-05-01 13:01:00,47789,13,1,1,16.966666666666665
2018-05-01 18:19:00,108126,18,1,2,5.3
2018-05-03 16:05:00,25863,16,3,1,45.766666666666666
2018-05-08 21:59:00,238149,21,1,2,125.9
